Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Lower middle income,LMC,Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lower middle income,LMC,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.26073549,,,,,,,,,,78.95584493,,,,,,,,,,85.84578599,,,,,
Lower middle income,LMC,Newborns protected against tetanus (%),SH.VAC.TTNS.ZS,,,,,,,,,,,,,,,,,,,,,15.23153267,17.25476962,23.18412659,25.77574835,28.55892495,32.71497941,37.91711888,45.18749689,50.58399891,53.42309838,65.82599022,67.63134565,69.02059341,71.11965985,72.11760207,73.26323205,73.05716797,75.16927501,75.22309459,76.35544393,77.83986085,77.53612156,80.20047751,80.07144229,80.27662594,80.45553511,81.25165601,80.8610163,81.2217717,82.95742014,83.86899826,81.90054386,82.11588443,82.16575737,82.06475759,
Lower middle income,LMC,Number of neonatal deaths,SH.DTH.NMRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2918726,2874358,2832132,2794009,2750404,2709123,2667234,2621658,2578127,2528950,2473434,2414076,2354045,2292549,2231257,2177899,2127733,2083542,2040978,1997395,1951839,1901965,1853080,1801981,1757042,1712578
Middle East & North Africa (all income levels),MEA,"Age at first marriage, female",SP.DYN.SMAM.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East & North Africa (all income levels),MEA,"Age population, age 12, female, interpolated",SP.POP.AG12.FE.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East & North Africa (all income levels),MEA,Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East & North Africa (all income levels),MEA,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.51674036,,,,,,,,,,87.19429231,,,,,,,,,,92.56818222,,,,,
Middle East & North Africa (all income levels),MEA,Newborns protected against tetanus (%),SH.VAC.TTNS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,17.34059908,21.4881181,26.83539298,50.3914646,47.60328709,65.4095327,61.41321732,60.22487365,68.40099853,64.52698344,65.62233356,64.6162032,68.02310928,68.15031633,70.22062705,75.7251897,77.77201151,79.68812767,79.72982297,81.36491087,79.03625382,79.21504942,78.60362792,80.12043887,80.13761516,86.24207956,86.97392491,86.94931175,85.49879185,85.53478055,
Middle East & North Africa (all income levels),MEA,Number of neonatal deaths,SH.DTH.NMRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East & North Africa (developing only),MNA,"Age at first marriage, female",SP.DYN.SMAM.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East & North Africa (developing only),MNA,"Age population, age 12, female, interpolated",SP.POP.AG12.FE.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East & North Africa (developing only),MNA,Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East & North Africa (developing only),MNA,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.16027767,,,,,,,,,,86.13493643,,,,,,,,,,91.77645581,,,,,
Middle East & North Africa (developing only),MNA,Newborns protected against tetanus (%),SH.VAC.TTNS.ZS,,,,,,,,,,,,,,,,,,,,,,4.955389119,7.171643482,7.054823878,10.64907707,16.57673895,21.36177446,26.52504651,50.21278717,47.35923967,65.26188973,61.2392626,59.9824632,68.27458945,64.46171584,65.6666137,64.66818541,68.00424271,68.1790941,69.98384375,75.54414992,77.61848609,79.54529124,79.58961042,81.23290557,78.86351538,79.04583966,78.3974762,79.95529421,79.98201469,86.10863289,86.85318956,86.82662915,85.34511321,85.30400304,
Middle East & North Africa (developing only),MNA,Number of neonatal deaths,SH.DTH.NMRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225717,215583,205409,195217,186029,178114,171842,166270,161578,157412,153728,150338,147255,145023,142828,141491,140202,138607,137156,135937,134675,134312,133805,133001,131060,127580
Middle income,MIC,"Age at first marriage, female",SP.DYN.SMAM.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle income,MIC,"Age population, age 12, female, interpolated",SP.POP.AG12.FE.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle income,MIC,Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle income,MIC,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.8589935,,,,,,,,,,87.25958392,,,,,,,,,,91.48519553,,,,,
Middle income,MIC,Newborns protected against tetanus (%),SH.VAC.TTNS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.33458772,78.48038692,79.04426846,79.75109847,79.06242461,81.21847471,80.92164768,81.30463073,82.79219905,84.46107178,82.97151189,83.20313021,83.09191711,83.20066605,
Middle income,MIC,Number of neonatal deaths,SH.DTH.NMRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4302709,4173889,4002864,3814180,3632427,3485730,3380821,3301027,3245245,3188783,3121970,3043036,2954247,2862213,2767430,2681594,2598524,2522958,2452076,2387701,2326375,2265308,2206008,2142696,2086519,2028172
North America,NAC,"Age at first marriage, female",SP.DYN.SMAM.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North America,NAC,"Age population, age 12, female, interpolated",SP.POP.AG12.FE.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North America,NAC,Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North America,NAC,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North America,NAC,Newborns protected against tetanus (%),SH.VAC.TTNS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North America,NAC,Number of neonatal deaths,SH.DTH.NMRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD members,OED,"Age at first marriage, female",SP.DYN.SMAM.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD members,OED,"Age population, age 12, female, interpolated",SP.POP.AG12.FE.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD members,OED,Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD members,OED,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD members,OED,Newborns protected against tetanus (%),SH.VAC.TTNS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD members,OED,Number of neonatal deaths,SH.DTH.NMRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other small states,OSS,"Age at first marriage, female",SP.DYN.SMAM.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other small states,OSS,"Age population, age 12, female, interpolated",SP.POP.AG12.FE.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other small states,OSS,Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other small states,OSS,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.97004523,,,,,,,,,,84.09820768,,,,,,,,,,85.1751257,,,,,
Other small states,OSS,Newborns protected against tetanus (%),SH.VAC.TTNS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.45424966,57.81756637,61.15283302,66.30808112,66.0990299,69.39207012,72.34970458,70.26594241,70.24347321,68.96915185,72.07106349,73.97699478,74.65081,76.87236967,75.80831207,78.25101228,80.99341601,82.89545879,85.05400369,84.04200174,84.26182321,84.39303638,83.75455487,85.27844202,
Other small states,OSS,Number of neonatal deaths,SH.DTH.NMRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pacific island small states,PSS,"Age at first marriage, female",SP.DYN.SMAM.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pacific island small states,PSS,"Age population, age 12, female, interpolated",SP.POP.AG12.FE.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pacific island small states,PSS,Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pacific island small states,PSS,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.31991126,,,,,,,,,,,,,,,
Pacific island small states,PSS,Newborns protected against tetanus (%),SH.VAC.TTNS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.81268203,45.67528378,66.51475898,79.13280563,65.26527343,71.44974931,72.37166381,72.92156571,80.16486941,80.79905828,81.04482157,80.65499364,83.79509773,84.46645027,86.54281581,84.24240461,84.74247132,86.87089398,87.21599658,87.15994021,87.1023482,87.35692578,87.30153707,87.24548926,87.18871721,
Pacific island small states,PSS,Number of neonatal deaths,SH.DTH.NMRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Small states,SST,"Age at first marriage, female",SP.DYN.SMAM.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Small states,SST,"Age population, age 12, female, interpolated",SP.POP.AG12.FE.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Small states,SST,Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Small states,SST,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.69248655,,,,,,,,,,87.20999785,,,,,,,,,,88.06204322,,,,,
Small states,SST,Newborns protected against tetanus (%),SH.VAC.TTNS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.99091964,59.95675012,63.8071185,67.2204211,67.61930187,70.53086194,73.19657871,72.02507323,72.11992427,69.2704943,73.58090546,75.11189733,74.18716066,76.70201488,75.25501393,77.49878501,79.93167415,81.80129372,83.86544866,84.50024449,84.69187918,84.79488289,84.30904087,85.59229113,
Small states,SST,Number of neonatal deaths,SH.DTH.NMRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Asia,SAS,"Age at first marriage, female",SP.DYN.SMAM.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Asia,SAS,"Age population, age 12, female, interpolated",SP.POP.AG12.FE.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Asia,SAS,Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Asia,SAS,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.09306487,,,,,,,,,,72.61254746,,,,,,,,,,83.37748475,,,,,
South Asia,SAS,Newborns protected against tetanus (%),SH.VAC.TTNS.ZS,,,,,,,,,,,,,,,,,,,,,17.43967646,20.30889262,27.17821849,29.81450995,33.96331754,39.0577013,44.8570838,53.77625296,59.70712716,60.65906062,74.14931332,76.0642134,76.71586293,77.85247405,78.82932129,78.62609552,78.40120688,80.58494102,80.30961981,81.57634475,82.10540396,81.52434164,85.29181609,84.91817074,85.6963377,85.63010692,86.08985618,85.37325298,85.54530767,86.41729657,86.76355779,85.10208855,85.06881667,85.18619736,85.48381944,
South Asia,SAS,Number of neonatal deaths,SH.DTH.NMRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2129045,2090314,2051854,2018455,1980194,1945260,1912355,1876612,1842348,1802335,1755231,1701245,1645337,1586138,1527939,1478405,1436087,1399724,1364906,1327984,1287798,1240465,1192979,1142414,1101812,1065417
Sub-Saharan Africa (all income levels),SSF,"Age at first marriage, female",SP.DYN.SMAM.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sub-Saharan Africa (all income levels),SSF,"Age population, age 12, female, interpolated",SP.POP.AG12.FE.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sub-Saharan Africa (all income levels),SSF,Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sub-Saharan Africa (all income levels),SSF,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.68756302,,,,,,,,,,68.21657617,,,,,,,,,,70.81531202,,,,,
Sub-Saharan Africa (all income levels),SSF,Newborns protected against tetanus (%),SH.VAC.TTNS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,16.35776747,20.50364399,25.49545947,29.7022755,34.69086931,40.23945962,44.95320822,44.75804751,45.16584151,46.85461066,48.98132309,52.35297458,52.05457492,55.17789343,56.55086464,57.79308242,61.54878052,62.86692666,66.71029005,68.67080279,70.71703411,72.44897788,74.44633626,75.61582378,77.56083945,81.18280183,79.48154224,76.06086131,74.40952888,75.20913896,76.31600054,
Sub-Saharan Africa (all income levels),SSF,Number of neonatal deaths,SH.DTH.NMRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sub-Saharan Africa (developing only),SSA,"Age at first marriage, female",SP.DYN.SMAM.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sub-Saharan Africa (developing only),SSA,"Age population, age 12, female, interpolated",SP.POP.AG12.FE.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sub-Saharan Africa (developing only),SSA,Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sub-Saharan Africa (developing only),SSA,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.66405662,,,,,,,,,,68.19770246,,,,,,,,,,70.78938895,,,,,
Sub-Saharan Africa (developing only),SSA,Newborns protected against tetanus (%),SH.VAC.TTNS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,16.35776747,20.50896309,25.49667849,29.69869842,34.68299054,40.22877973,44.94221002,44.74274769,45.14766163,46.83952915,48.96408546,52.33535749,52.03529272,55.16036115,56.53753809,57.78532553,61.54919617,62.87741577,66.7259683,68.6758667,70.72063096,72.4592929,74.45826318,75.62641027,77.56754008,81.18767042,79.48509034,76.06169544,74.40906266,75.20930472,76.32102349,
Sub-Saharan Africa (developing only),SSA,Number of neonatal deaths,SH.DTH.NMRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992027,1001719,1012854,1024111,1036886,1051253,1064258,1078010,1089366,1098339,1102973,1101647,1097836,1093372,1087763,1081824,1073427,1067146,1060400,1055199,1050584,1044921,1038850,1034680,1029831,1025165
Upper middle income,UMC,"Age at first marriage, female",SP.DYN.SMAM.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Upper middle income,UMC,"Age population, age 12, female, interpolated",SP.POP.AG12.FE.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Upper middle income,UMC,Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Upper middle income,UMC,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.02486858,,,,,,,,,,97.51443943,,,,,,,,,,98.50799561,,,,,
Upper middle income,UMC,Newborns protected against tetanus (%),SH.VAC.TTNS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Upper middle income,UMC,Number of neonatal deaths,SH.DTH.NMRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1383983,1299531,1170732,1020171,882023,776607,713587,679369,667118,659833,648536,628960,600202,569664,536173,503695,470791,439416,411098,390306,374536,363343,352928,340715,329477,315594
World,WLD,"Age at first marriage, female",SP.DYN.SMAM.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
World,WLD,"Age population, age 12, female, interpolated",SP.POP.AG12.FE.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
World,WLD,Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
World,WLD,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.20527736,,,,,,,,,,87.31804823,,,,,,,,,,90.55137082,,,,,
World,WLD,Newborns protected against tetanus (%),SH.VAC.TTNS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
World,WLD,Number of neonatal deaths,SH.DTH.NMRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5106312,4973154,4798953,4608307,4426104,4279025,4174203,4095337,4039407,3981903,3912316,3825629,3727749,3625872,3520216,3424024,3330174,3245021,3165433,3092092,3022673,2951161,2882602,2810611,2746854,2682438
Afghanistan,AFG,"Age at first marriage, female",SP.DYN.SMAM.FE,,,,,,,,,,,,,,18.1,,,,,,15.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,21.5,,,,,
Afghanistan,AFG,"Age population, age 12, female, interpolated",SP.POP.AG12.FE.IN,111473,111188,109937,109887,110222,111188,113286,116799,120721,125357,130032,133397,136910,141212,145933,150255,152945,155488,157911,159687,159996,156605,152135,147706,144023,141373,139388,139130,140979,145250,151454,159810,170645,183048,195377,206196,214064,220383,226675,234248,243463,253887,265299,277144,287925,298327,310366,324201,338470,354304,370926,385186,398674,412200,424346,
Afghanistan,AFG,Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,AFG,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,30.06635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.99005127,,,,
Afghanistan,AFG,Newborns protected against tetanus (%),SH.VAC.TTNS.ZS,,,,,,,,,,,,,,,,,,,,,1,3,2,4,5,13,18,13,16,26,13,13,11,13,10,13,17,19,21,28,32,47,52,62,95,96,95,84,83,89,79,60,60,65,70,
Afghanistan,AFG,Number of neonatal deaths,SH.DTH.NMRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29658,30537,32270,34361,36312,37519,39190,40349,40746,41471,42488,42876,43497,43979,44213,43987,44007,43856,43469,42791,42311,41052,39588,38263,37038,36242
Albania,ALB,"Age at first marriage, female",SP.DYN.SMAM.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.9,,,,,,,,,,,,23.3,23.1,,,,,,24.6,,,25.1,,,,
Albania,ALB,"Age population, age 12, female, interpolated",SP.POP.AG12.FE.IN,16161,16889,17814,18770,19767,20790,21800,22828,23870,24892,25861,26804,27650,28430,29224,29823,29963,29892,29851,29742,29696,29922,30278,30581,30921,31253,31497,31695,31895,31996,31994,31956,31937,31900,31839,31893,32044,32393,32797,33346,33795,33664,33294,32951,32512,31804,30361,28941,27736,26852,26042,24603,23009,21522,20061,
Albania,ALB,Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.6,,,,,,
Albania,ALB,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.43515015,,,,,,,98.83120728,,,98.7911911,99.23139954,,,
Albania,ALB,Newborns protected against tetanus (%),SH.VAC.TTNS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,72,87,89,91,90,91,92,74,80,86,83,80,81,85,86,87,87,87,87,87,87,87,87,92,
Albania,ALB,Number of neonatal deaths,SH.DTH.NMRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1117,1075,1006,931,867,804,746,704,659,628,585,544,503,458,412,372,331,297,271,254,244,246,260,275,282,279
Algeria,DZA,"Age at first marriage, female",SP.DYN.SMAM.FE,,,,,,,18.4,,,,,,,,,,,21,,,,,,,,,,23.7,,,,,25.9,,,,,,,,,,29.5,,,,,,,,,,,,,
Algeria,DZA,"Age population, age 12, female, interpolated",SP.POP.AG12.FE.IN,114635,121705,131581,141636,153141,163460,167910,170490,174548,178862,183389,188716,195142,201687,208852,215671,219985,224191,229537,235580,242300,249402,257615,266238,274993,284153,293918,304285,314534,324578,334292,343568,352329,360480,367982,374257,378769,381940,384165,385117,384533,382875,379481,374954,370455,363148,350287,334270,319427,305409,293481,284905,280314,277356,274684,
Algeria,DZA,Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Algeria,DZA,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.32727,,,,,,,,,,,,,,,90.13720703,,,,91.7796402,,,,,,,,,
Algeria,DZA,Newborns protected against tetanus (%),SH.VAC.TTNS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,75,18,28,40,42,44,45,58,60,62,64,65,66,66,69,69,70,70,71,71,90,90,90,90,92,
Algeria,DZA,Number of neonatal deaths,SH.DTH.NMRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18382,17908,17560,17061,16525,15778,14883,13899,13001,12323,11908,11743,11769,11978,12342,12811,13301,13949,14482,15013,15299,15474,15456,15340,15138,14773
American Samoa,ASM,"Age at first marriage, female",SP.DYN.SMAM.FE,,,,,,,,,,,,,,,23.3,,,,,,24.1,,,,,,,,,,25.7,,,,,,,,,,25.7,,,,,,,,,,,,,,,
American Samoa,ASM,"Age population, age 12, female, interpolated",SP.POP.AG12.FE.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
American Samoa,ASM,Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
American Samoa,ASM,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,97.65421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
American Samoa,ASM,Newborns protected against tetanus (%),SH.VAC.TTNS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
American Samoa,ASM,Number of neonatal deaths,SH.DTH.NMRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andorra,ADO,"Age at first marriage, female",SP.DYN.SMAM.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andorra,ADO,"Age population, age 12, female, interpolated",SP.POP.AG12.FE.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andorra,ADO,Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andorra,ADO,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andorra,ADO,Newborns protected against tetanus (%),SH.VAC.TTNS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andorra,ADO,Number of neonatal deaths,SH.DTH.NMRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Angola,AGO,"Age at first marriage, female",SP.DYN.SMAM.FE,,,,,,,,,,,19.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
